ticket_id,customer_id,ticket_text,product,created_at,previous_tickets,resolution_time,priority,category,resolved
RGT-001294,CUST-B8EE1033,,Wild Rift,2023-06-08 07:58:36,0.0,5.79,MEDIUM,Account Ban / Suspension,True
RGT-000306,CUST-1962F4A0,The authenticator app code is being rejected. I re-scanned the QR code and still getting errors.,Teamfight Tactics,2023-03-27 17:11:29,0.0,,MEDIUM,Login / 2FA Issue,True
RGT-000210,CUST-E21ABCF8,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Wild Rift,2024-05-20 14:57:07,1.0,,MEDIUM,Account Ban / Suspension,False
RGT-001585,CUST-BF047177,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Valorant,2023-05-29 13:15:00,0.0,21.86,MEDIUM,Login / 2FA Issue,True
RGT-002290,CUST-ABA4C4B7,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Valorant,2023-10-01 02:58:28,28.0,56.05,MEDIUM,Cheat / Hacker Report,True
RGT-ND-9005,CUST-B46EEE4B,My credit card was billed twice for a single purchase.,League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-ND-9018,CUST-46BFE25C,Cannot log into my account after password reset.,League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-000886,CUST-CA66E01A,I used my last refund token on an item I now see is in the next sale. Can I have an exception?,Teamfight Tactics,2024-04-25 05:44:25,1.0,12.65,MEDIUM,Refund Request,True
RGT-001740,CUST-9EC8E46A,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Legends of Runeterra,2023-05-19 00:05:45,0.0,17.24,MEDIUM,Account Ban / Suspension,True
RGT-000918,CUST-AC643856,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-1ACE17.",Wild Rift,2023-03-24 21:35:03,2.0,32.59,MEDIUM,Missing RP / Purchase Issue,True
RGT-001776,CUST-57F1BC20,Client keeps logging me out randomly. I have to re-enter my password multiple times per session.,Teamfight Tactics,2024-04-04 01:15:57,1.0,2.48,MEDIUM,Client Bug / Crash,True
RGT-001770,CUST-4B1AF024,Cheater ruined 3 games in a row. Your reporting system seems broken. They are still not banned.,League of Legends,2024-03-03 11:46:38,2.0,22.13,MEDIUM,Cheat / Hacker Report,True
RGT-000192,CUST-D83851D5,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2023-10-14 13:09:19,,,LOW,Account Ban / Suspension,False
RGT-001861,CUST-7A32E5DE,Several ability sound effects are missing for my Prestige Lux skin since the last update.,League of Legends,2024-02-20 22:55:57,23.0,,MEDIUM,Champion / Skin Bug,False
RGT-002104,CUST-75103BB2,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Valorant,2023-10-07 02:01:39,3.0,2.26,LOW,Cheat / Hacker Report,True
RGT-001266,CUST-282DA42F,,Legends of Runeterra,2024-05-22 20:03:43,0.0,,MEDIUM,Login / 2FA Issue,False
RGT-000484,CUST-75103BB2,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Wild Rift,2024-02-16 09:23:48,2.0,,LOW,Account Ban / Suspension,True
RGT-000916,CUST-C8EF30A7,My clash tournament registration was cancelled without notification. Please refund the ticket fee.,League of Legends,2023-03-04 15:00:15,0.0,20.91,MEDIUM,Ranked & Matchmaking,True
RGT-002679,CUST-1724F1B2,Kindred's Q ability is not applying on-hit effects correctly with the Spirit Blossom skin equipped.,Valorant,2023-01-22 07:23:55,2.0,,HIGH,Champion / Skin Bug,False
RGT-000278,CUST-3C8F8826,The authenticator app code is being rejected. I re-scanned the QR code and still getting errors.,Valorant,2023-10-21 18:22:14,0.0,35.06,LOW,Login / 2FA Issue,True
RGT-000989,CUST-44AD1558,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Legends of Runeterra,2023-01-31 14:56:22,0.0,43.7,LOW,Cheat / Hacker Report,True
RGT-001698,CUST-089FF8E0,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Valorant,2024-05-25 18:00:22,3.0,,HIGH,Ranked & Matchmaking,False
RGT-002019,CUST-812BA472,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Valorant,2024-01-27 21:34:42,3.0,,HIGH,Missing RP / Purchase Issue,False
RGT-002951,CUST-630A1B8F,My account RiotUser#74525 was permanently banned but I never cheated. Please review the ban.,Legends of Runeterra,2023-10-21 10:29:29,4.0,,MEDIUM,Account Ban / Suspension,False
RGT-000572,CUST-AD0EDBC6,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Wild Rift,2023-03-11 05:40:45,1.0,29.94,LOW,Missing RP / Purchase Issue,True
RGT-001436,CUST-07D61658,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Wild Rift,2023-01-12 10:30:02,1.0,,LOW,Cheat / Hacker Report,False
RGT-000994,CUST-7A32E5DE,I called out a griefer and got chat banned while they did not. The system feels inconsistent.,Valorant,2024-02-26 05:34:08,13.0,84.69,LOW,Chat Restriction Appeal,True
RGT-001498,CUST-9F16D7C7,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Legends of Runeterra,2024-02-04 01:49:39,1.0,,LOW,Missing RP / Purchase Issue,False
RGT-001495,CUST-D6D08728,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,League of Legends,2023-06-18 01:09:38,2.0,3.53,HIGH,Cheat / Hacker Report,True
RGT-000586,CUST-2C90108F,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,League of Legends,2023-04-22 06:15:38,1.0,18.42,MEDIUM,Account Ban / Suspension,True
RGT-DUPE-0027,CUST-911B09FE,Remake did not trigger even though a player was AFK from champion select. Lost LP unfairly.,Wild Rift,2023-05-10 13:21:32,3.0,1.83,HIGH,Ranked & Matchmaking,True
RGT-001749,CUST-95542775,I was charged twice for the same RP bundle. I see two transactions on my statement for $25.00.,Legends of Runeterra,2024-03-11 17:36:46,4.0,13.69,MEDIUM,Missing RP / Purchase Issue,True
RGT-ND-9023,CUST-C4731564,"Client freezes during loading screen, crash every game.",League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-001350,CUST-7A32E5DE,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Teamfight Tactics,2024-02-27 07:19:40,15.0,3.5,HIGH,Login / 2FA Issue,True
RGT-001008,CUST-776C9714,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Valorant,2023-06-19 10:20:37,1.0,1.29,HIGH,Client Bug / Crash,True
RGT-000675,CUST-C4731564,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Legends of Runeterra,2023-07-05 08:11:22,10.0,4.48,MEDIUM,Missing RP / Purchase Issue,True
RGT-001833,CUST-AD716FA9,Cheater ruined 3 games in a row. Your reporting system seems broken. They are still not banned.,Valorant,2023-01-09 03:04:23,4.0,0.61,HIGH,Cheat / Hacker Report,True
RGT-000856,CUST-C7E0960A,Reporting a player for using wallhacks in Valorant. Their username is Player5128. Please review game ID NA1_4125707567.,League of Legends,2023-04-14 13:57:02,13.0,308.42,LOW,Cheat / Hacker Report,True
RGT-000448,CUST-84393CA6,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Valorant,2023-02-13 10:31:30,0.0,,LOW,Login / 2FA Issue,False
RGT-ND-9013,CUST-F84CD2F3,Login is failing even though I just reset my password.,League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-001777,CUST-B703A4B4,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Teamfight Tactics,2023-10-23 13:41:37,6.0,28.11,MEDIUM,Login / 2FA Issue,True
RGT-001724,CUST-F4EFB584,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,Valorant,2024-01-29 21:20:17,3.0,1.77,MEDIUM,Missing RP / Purchase Issue,True
RGT-002331,CUST-ED32F265,,League of Legends,2024-01-25 17:37:25,4.0,,MEDIUM,Refund Request,False
RGT-002758,CUST-5F210E14,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-DA71BB.",Teamfight Tactics,2023-08-17 00:05:53,35.0,34.59,LOW,Missing RP / Purchase Issue,True
RGT-002458,CUST-61ADFAC6,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Legends of Runeterra,2024-02-06 22:36:14,18.0,82.69,MEDIUM,Account Ban / Suspension,True
RGT-002504,CUST-B701CA66,,Teamfight Tactics,2024-03-11 11:03:46,6.0,8.21,MEDIUM,Missing RP / Purchase Issue,True
RGT-002754,CUST-2AE5E127,The new Ahri skin has a visual glitch where her tails disappear during her ultimate animation.,League of Legends,2023-04-30 15:13:49,30.0,,LOW,Champion / Skin Bug,True
RGT-001248,CUST-B00F49B2,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Wild Rift,2023-03-04 01:29:54,1.0,38.37,MEDIUM,Cheat / Hacker Report,True
RGT-000295,CUST-89D7ECA0,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,Teamfight Tactics,2023-07-29 16:12:57,1.0,,LOW,Cheat / Hacker Report,False
RGT-000589,CUST-61ADFAC6,"Bought a bundle in the store, got charged but the content never appeared in my collection.",League of Legends,2023-07-30 12:48:43,2.0,3.74,HIGH,Missing RP / Purchase Issue,True
RGT-001282,CUST-8F005973,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Wild Rift,2024-02-26 13:21:00,4.0,,LOW,Account Ban / Suspension,True
RGT-001519,CUST-B24928A2,Bought the wrong skin. I meant to buy the Prestige version but bought the regular one. Can you swap it?,League of Legends,2023-07-15 07:53:11,3.0,0.07,HIGH,Refund Request,True
RGT-002184,CUST-121B8EE4,My account RiotUser#34240 was permanently banned but I never cheated. Please review the ban.,Valorant,2023-02-18 18:22:37,4.0,19.68,MEDIUM,Account Ban / Suspension,True
RGT-002245,CUST-6D4766F3,Remake did not trigger even though a player was AFK from champion select. Lost LP unfairly.,Valorant,2023-03-05 10:29:50,7.0,71.53,LOW,Ranked & Matchmaking,True
RGT-002983,CUST-01E0218A,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Wild Rift,2023-11-23 01:17:37,43.0,,HIGH,Missing RP / Purchase Issue,True
RGT-ND-9008,CUST-52F9765C,I was charged twice for the same order.,League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-001418,CUST-C4731564,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-AE80DDE8.,Valorant,2024-04-25 03:55:47,18.0,8.64,HIGH,Missing RP / Purchase Issue,True
RGT-000426,CUST-E365E0A1,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Valorant,2023-09-28 04:08:35,4.0,31.26,LOW,Login / 2FA Issue,True
RGT-000535,CUST-BF93857A,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Teamfight Tactics,2023-02-19 11:37:35,1.0,18.35,MEDIUM,Ranked & Matchmaking,True
RGT-001055,CUST-8F2E22DF,Audio cuts out completely mid-game after around 20 minutes of play. Rolling back drivers did not fix it.,Legends of Runeterra,2023-04-20 17:52:40,3.0,35.94,MEDIUM,Client Bug / Crash,True
RGT-002376,CUST-EC2A6BF7,Someone is ddosing our team. Two of my teammates disconnected within seconds of each other.,League of Legends,2023-05-27 15:31:30,1.0,16.98,MEDIUM,Cheat / Hacker Report,True
RGT-002582,CUST-FFDBFF7C,My account RiotUser#51950 was permanently banned but I never cheated. Please review the ban.,Legends of Runeterra,2024-04-06 19:02:34,3.0,16.25,MEDIUM,Account Ban / Suspension,True
RGT-001841,CUST-99C8CDE3,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,League of Legends,2023-11-18 05:15:10,,,MEDIUM,Account Ban / Suspension,False
RGT-000133,CUST-023FE7E6,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Teamfight Tactics,2024-04-15 11:47:32,2.0,11.23,MEDIUM,Account Ban / Suspension,True
RGT-001957,CUST-28722E20,Requesting a refund on a bundle because it was not clearly labelled that it included champions I already own.,Valorant,2024-02-03 17:47:55,1.0,32.75,LOW,Refund Request,True
RGT-002603,CUST-45A6FD8E,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Legends of Runeterra,2023-11-18 09:06:34,1.0,,LOW,Account Ban / Suspension,False
RGT-000422,CUST-3E0E8F3E,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Wild Rift,2024-04-21 11:08:00,0.0,28.08,MEDIUM,Account Ban / Suspension,True
RGT-002741,CUST-4CF66CD9,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Teamfight Tactics,2023-05-09 07:01:44,40.0,10.05,MEDIUM,Account Ban / Suspension,True
RGT-002105,CUST-5B4081EE,My account RiotUser#78008 was permanently banned but I never cheated. Please review the ban.,Valorant,2024-03-08 11:27:25,30.0,5.86,HIGH,Account Ban / Suspension,True
RGT-002509,CUST-E7D3B17F,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Legends of Runeterra,2023-07-14 19:35:15,6.0,1.55,LOW,Missing RP / Purchase Issue,True
RGT-001369,CUST-676E48EA,Bought the wrong skin. I meant to buy the Prestige version but bought the regular one. Can you swap it?,Valorant,2023-08-13 11:05:19,5.0,248.15,LOW,Refund Request,True
RGT-000557,CUST-45A8BC32,My account RiotUser#11682 was permanently banned but I never cheated. Please review the ban.,Valorant,2023-10-17 19:55:30,3.0,,MEDIUM,Account Ban / Suspension,False
RGT-002109,CUST-8B088BAB,,Wild Rift,2023-03-08 11:14:21,6.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-DUPE-0021,CUST-ED59D5A1,,Wild Rift,2023-10-24 07:23:57,4.0,23.88,MEDIUM,Account Ban / Suspension,True
RGT-002762,CUST-46C64CC1,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Valorant,2024-03-14 06:12:03,6.0,44.42,LOW,Client Bug / Crash,True
RGT-000571,CUST-3631F5AD,,Teamfight Tactics,2024-03-23 08:53:52,3.0,34.89,MEDIUM,Missing RP / Purchase Issue,True
RGT-000353,CUST-20E3067A,I purchased an emote for a character I no longer play. Refund would be appreciated.,Valorant,2024-06-10 18:31:12,1.0,27.29,LOW,Refund Request,True
RGT-000092,CUST-A43D2767,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",League of Legends,2023-10-09 00:57:52,0.0,1.32,LOW,Account Ban / Suspension,True
RGT-002190,CUST-7A6802CC,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Valorant,2023-12-30 06:45:13,1.0,5.59,MEDIUM,Login / 2FA Issue,True
RGT-002612,CUST-B29C26D5,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Valorant,2024-06-28 20:27:23,8.0,86.59,MEDIUM,Ranked & Matchmaking,True
RGT-001171,CUST-17B12739,My son made an unauthorized purchase on my account. He is 9 years old. Please refund $35.00.,League of Legends,2023-09-13 20:54:28,1.0,,MEDIUM,Refund Request,True
RGT-001589,CUST-383F15F2,Reporting a player for using wallhacks in Valorant. Their username is Player9937. Please review game ID NA1_2139464266.,Teamfight Tactics,2023-12-04 05:20:08,2.0,48.99,LOW,Cheat / Hacker Report,True
RGT-001286,CUST-6578BDD6,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,Valorant,2024-02-27 02:27:12,2.0,2.16,HIGH,Login / 2FA Issue,True
RGT-001814,CUST-672227E5,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Teamfight Tactics,2023-01-15 23:41:04,2.0,1.94,MEDIUM,Cheat / Hacker Report,True
RGT-001566,CUST-1767AA4A,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,League of Legends,2023-10-05 18:06:43,23.0,7.01,LOW,Ranked & Matchmaking,True
RGT-001544,CUST-4FC4738B,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,League of Legends,2024-05-18 23:33:09,25.0,126.54,LOW,Account Ban / Suspension,True
RGT-001577,CUST-CE3A6577,I was charged twice for the same RP bundle. I see two transactions on my statement for $50.00.,Wild Rift,2024-06-18 15:55:14,2.0,14.07,LOW,Missing RP / Purchase Issue,True
RGT-000698,CUST-E79B1BC6,Blatant cheater in Diamond ranked. Please investigate account RiotUser#24111. They were toggling aimbot openly.,League of Legends,2023-12-06 19:52:04,0.0,,MEDIUM,Cheat / Hacker Report,False
RGT-002584,CUST-023FE7E6,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Legends of Runeterra,2023-03-30 21:22:42,24.0,22.98,MEDIUM,Login / 2FA Issue,True
RGT-000349,CUST-1767AA4A,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Teamfight Tactics,2024-06-18 21:26:46,7.0,22.28,MEDIUM,Account Ban / Suspension,True
RGT-002009,CUST-5F210E14,,Legends of Runeterra,2023-12-03 00:04:35,24.0,,MEDIUM,Account Ban / Suspension,False
RGT-002419,CUST-B46EEE4B,Matchmaking is putting me against players 3 tiers above me. This has been happening all week.,Teamfight Tactics,2023-01-13 08:16:07,5.0,3.98,HIGH,Ranked & Matchmaking,True
RGT-002506,CUST-8F005973,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Legends of Runeterra,2024-06-26 07:08:45,8.0,154.16,LOW,Account Ban / Suspension,True
RGT-002237,CUST-7A32E5DE,My account RiotUser#32342 was permanently banned but I never cheated. Please review the ban.,League of Legends,2023-02-22 07:57:40,29.0,11.59,MEDIUM,Account Ban / Suspension,True
RGT-001138,CUST-676E48EA,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,League of Legends,2023-07-08 20:47:40,4.0,41.9,MEDIUM,Cheat / Hacker Report,True
RGT-002044,CUST-10C54846,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Teamfight Tactics,2023-09-16 14:00:38,2.0,30.49,LOW,Ranked & Matchmaking,True
RGT-002753,CUST-8E5D3D10,Matchmaking is putting me against players 3 tiers above me. This has been happening all week.,League of Legends,2023-03-13 21:58:01,4.0,124.16,LOW,Ranked & Matchmaking,True
RGT-002922,CUST-4B079F84,The client update bricked my installation. Now I get error code 0x606B on startup.,Wild Rift,2024-04-09 17:40:50,,67.67,LOW,Client Bug / Crash,True
RGT-002906,CUST-F48C257F,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,League of Legends,2023-10-21 14:55:38,,5.72,MEDIUM,Missing RP / Purchase Issue,True
RGT-001340,CUST-023FE7E6,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Teamfight Tactics,2023-11-16 19:47:22,13.0,20.54,MEDIUM,Missing RP / Purchase Issue,True
RGT-002567,CUST-B24928A2,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,League of Legends,2023-11-02 06:43:54,6.0,157.24,LOW,Account Ban / Suspension,True
RGT-000454,CUST-740AC09D,,Teamfight Tactics,2023-10-21 01:45:18,1.0,208.51,LOW,Cheat / Hacker Report,True
RGT-000914,CUST-E8A389C1,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Legends of Runeterra,2024-05-15 19:10:15,0.0,,MEDIUM,Login / 2FA Issue,False
RGT-001200,CUST-022A5689,Packet loss of around 15 percent during peak hours. Unplayable. Other games are fine.,Valorant,2023-01-03 03:48:21,3.0,11.97,MEDIUM,Server Latency / Lag,True
RGT-001275,CUST-6D4766F3,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Legends of Runeterra,2023-03-19 11:05:45,4.0,3.34,MEDIUM,Missing RP / Purchase Issue,True
RGT-002846,CUST-47E2D332,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,Valorant,2024-01-27 16:52:41,5.0,4.06,LOW,Login / 2FA Issue,True
RGT-000038,CUST-E3190612,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,League of Legends,2023-06-04 01:08:06,0.0,1.9,MEDIUM,Account Ban / Suspension,True
RGT-000975,CUST-A9770EA6,I used my last refund token on an item I now see is in the next sale. Can I have an exception?,Teamfight Tactics,2024-06-13 16:36:18,0.0,,MEDIUM,Refund Request,False
RGT-002855,CUST-C7E0960A,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Teamfight Tactics,2024-03-31 12:58:58,34.0,129.69,LOW,Ranked & Matchmaking,True
RGT-000984,CUST-E47BC5B5,Chat restriction applied to my account but I have honour level 5. Seems like an error in your system.,Teamfight Tactics,2024-04-01 11:12:24,,149.8,LOW,Chat Restriction Appeal,True
RGT-002939,CUST-E365E0A1,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-D449E3.",Teamfight Tactics,2024-06-06 13:10:47,29.0,0.41,MEDIUM,Missing RP / Purchase Issue,True
RGT-002517,CUST-CDB94453,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-3E75378F.,Valorant,2024-03-29 20:22:13,30.0,2.12,HIGH,Missing RP / Purchase Issue,True
RGT-001419,CUST-FA9DBD80,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,League of Legends,2023-07-11 07:10:27,13.0,36.08,LOW,Missing RP / Purchase Issue,True
RGT-001285,CUST-375F8B4C,The client update bricked my installation. Now I get error code 0x55C9 on startup.,Legends of Runeterra,2023-05-02 23:19:28,3.0,0.27,HIGH,Client Bug / Crash,True
RGT-001753,CUST-E3190612,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Wild Rift,2023-04-24 22:19:54,3.0,3.81,LOW,Account Ban / Suspension,True
RGT-000040,CUST-4F001816,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Wild Rift,2024-04-05 04:31:38,0.0,7.5,MEDIUM,Cheat / Hacker Report,True
RGT-001487,CUST-6D4766F3,,Teamfight Tactics,2023-07-03 20:58:00,6.0,,HIGH,Client Bug / Crash,True
RGT-002004,CUST-7A32E5DE,I keep getting matched against the same scripter. Already reported in-game but they are still playing.,Valorant,2023-08-20 15:48:38,24.0,43.91,LOW,Cheat / Hacker Report,True
RGT-000170,CUST-E365E0A1,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Teamfight Tactics,2024-05-08 14:36:33,1.0,3.08,HIGH,Missing RP / Purchase Issue,True
RGT-001356,CUST-522A7E0A,I called out a griefer and got chat banned while they did not. The system feels inconsistent.,League of Legends,2023-10-24 21:56:05,7.0,0.91,MEDIUM,Chat Restriction Appeal,True
RGT-000738,CUST-17B12739,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Teamfight Tactics,2024-01-13 02:28:35,0.0,93.79,LOW,Account Ban / Suspension,True
RGT-001657,CUST-35622996,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-9F15E7.",Wild Rift,2023-01-13 11:42:41,5.0,1.27,LOW,Missing RP / Purchase Issue,True
RGT-002783,CUST-BF93857A,Matchmaking is putting me against players 3 tiers above me. This has been happening all week.,League of Legends,2023-11-13 05:44:44,4.0,1.26,HIGH,Ranked & Matchmaking,True
RGT-001565,CUST-E0EBF5E1,I was charged twice for the same RP bundle. I see two transactions on my statement for $25.00.,Teamfight Tactics,2024-02-21 06:42:51,19.0,18.7,LOW,Missing RP / Purchase Issue,True
RGT-002224,CUST-FE972C20,My account RiotUser#52065 was permanently banned but I never cheated. Please review the ban.,Wild Rift,2023-09-15 11:17:15,28.0,14.11,LOW,Account Ban / Suspension,True
RGT-000635,CUST-725E2848,Got a communication ban for using my native language which the filter incorrectly flagged.,Teamfight Tactics,2024-05-20 02:19:22,2.0,10.32,HIGH,Chat Restriction Appeal,True
RGT-002926,CUST-11805665,My clash tournament registration was cancelled without notification. Please refund the ticket fee.,Wild Rift,2023-01-24 13:06:54,5.0,36.09,MEDIUM,Ranked & Matchmaking,True
RGT-002043,CUST-ABA4C4B7,I cannot log into my account. I reset my password but the 2FA code is going to an old email I lost access to.,Valorant,2023-11-24 01:43:00,26.0,9.15,HIGH,Login / 2FA Issue,True
RGT-001291,CUST-F48C257F,,Teamfight Tactics,2023-06-20 08:47:49,3.0,149.83,LOW,Client Bug / Crash,True
RGT-001381,CUST-D862ABB7,"After updating, all my settings were reset. Also my custom game configurations are gone.",League of Legends,2023-07-13 11:08:37,1.0,0.01,HIGH,Client Bug / Crash,True
RGT-000580,CUST-5C8E2E99,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Valorant,2023-01-10 00:17:05,5.0,3.07,MEDIUM,Cheat / Hacker Report,True
RGT-000329,CUST-2C0B0E3F,Account recovery is not working. I no longer have access to the email or phone number on record.,Teamfight Tactics,2023-09-24 15:02:31,1.0,4.73,HIGH,Login / 2FA Issue,True
RGT-002733,CUST-672FBBB9,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-02F6EB1E.,Teamfight Tactics,2023-11-11 02:38:50,2.0,2.72,HIGH,Missing RP / Purchase Issue,True
RGT-000893,CUST-676E48EA,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,League of Legends,2023-02-27 19:11:21,2.0,4.68,MEDIUM,Account Ban / Suspension,True
RGT-002179,CUST-DF7589A3,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-5FD6EF.",Teamfight Tactics,2024-05-30 09:41:25,5.0,5.8,MEDIUM,Missing RP / Purchase Issue,True
RGT-000781,CUST-E365E0A1,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-07690B89.,Wild Rift,2023-08-02 08:42:32,9.0,1.69,HIGH,Missing RP / Purchase Issue,True
RGT-000160,CUST-B46EEE4B,I purchased a champion that is currently on free rotation. I would like a refund as this was misleading.,Wild Rift,not-a-date,1.0,31.86,MEDIUM,Refund Request,True
RGT-001652,CUST-20E3067A,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Legends of Runeterra,2023-09-06 12:01:27,4.0,3.23,MEDIUM,Ranked & Matchmaking,True
RGT-001808,CUST-4823FCFD,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-F7A3D6.",Teamfight Tactics,2023-04-06 14:10:43,2.0,215.33,LOW,Missing RP / Purchase Issue,True
RGT-002397,CUST-5EC9CA7E,"After updating, all my settings were reset. Also my custom game configurations are gone.",Teamfight Tactics,2023-04-03 14:35:47,4.0,21.79,LOW,Client Bug / Crash,True
RGT-000062,CUST-68A03D3C,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Legends of Runeterra,2024-02-29 13:19:40,0.0,4.13,MEDIUM,Ranked & Matchmaking,True
RGT-000850,CUST-023FE7E6,I purchased a champion that is currently on free rotation. I would like a refund as this was misleading.,Legends of Runeterra,2023-04-24 05:15:53,11.0,90.6,LOW,Refund Request,True
RGT-002197,CUST-CDB94453,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Teamfight Tactics,2024-01-17 10:07:31,28.0,0.18,HIGH,Ranked & Matchmaking,True
RGT-002979,CUST-7709DC90,My account RiotUser#95737 was permanently banned but I never cheated. Please review the ban.,Legends of Runeterra,2024-02-08 17:21:15,30.0,6.92,MEDIUM,Account Ban / Suspension,True
RGT-001717,CUST-8071B213,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Teamfight Tactics,2023-06-18 02:55:54,2.0,34.12,LOW,Account Ban / Suspension,True
RGT-001044,CUST-E21ABCF8,My son made an unauthorized purchase on my account. He is 9 years old. Please refund $10.00.,League of Legends,2024-02-11 21:38:23,2.0,,LOW,Refund Request,False
